100,1,21
100,2,11
100,3,65
100,4,31
100,5,185
100,6,77
100,7,191
100,8,165
100,9,137
100,10,3
100,11,157
100,12,127
100,13,7
100,14,53
100,15,14
100,16,57
100,17,156
100,18,115
100,19,105
100,20,61
100,21,43
100,22,87
100,23,76
100,24,97
100,25,26
100,26,171
100,27,45
100,28,15
100,29,36
100,30,33
100,31,195
100,32,56
100,33,67
100,34,24
100,35,27
100,36,72
100,37,197
100,38,155
100,39,203
100,40,12
100,41,62
100,42,102
100,43,55
100,44,22
100,45,94
100,46,23
100,47,37
100,48,5
100,49,186
100,50,6
100,51,83
100,52,34
100,53,1
100,54,63
100,55,103
100,56,222
100,57,2
100,58,16
