97,1,181
97,2,1
97,3,127
97,4,46
97,5,161
97,6,171
97,7,121
97,8,185
97,9,92
97,10,114
97,11,31
97,12,151
97,13,63
97,14,17
97,15,91
97,16,131
97,17,157
97,18,141
97,19,13
97,20,105
97,21,
97,22,186
97,23,211
97,24,187
97,25,214
97,26,113
97,27,83
97,28,71
97,29,143
97,30,21
97,31,166
97,32,25
97,33,77
97,34,42
97,35,96
97,36,64
97,37,112
97,38,85
97,39,175
97,40,136
97,41,182
97,42,6
97,43,81
97,44,74
97,45,51
97,46,104
97,47,134
97,48,76
97,49,167
97,50,137
97,51,47
97,52,122
97,53,155
97,54,44
97,55,87
97,56,233
97,57,36
97,58,203
97,59,132
97,60,165
97,61,11
97,62,212
97,63,101
97,64,37
97,65,126
97,66,195
97,67,53
97,68,163
97,69,145
97,70,95
97,71,123
97,72,194
97,73,174
97,74,147
97,75,65
97,76,133
97,77,193
97,78,125
97,79,34
97,80,23
97,81,14
97,82,45
97,83,246
97,84,107
97,85,196
97,86,27
97,87,7
97,88,73
97,89,97
97,90,111
97,91,124
97,92,15
97,93,191
97,94,164
97,95,103
97,96,86
97,97,66
97,98,215
97,99,218
97,100,56
97,101,84
97,102,54
97,103,146
97,104,177
97,105,202
97,106,225
97,107,152
