104,1,31
104,2,122
104,3,81
104,4,231
104,5,56
104,6,61
104,7,211
104,8,25
104,9,32
104,10,221
104,11,1
104,12,172
104,13,71
104,14,171
104,15,142
104,16,161
104,17,51
104,18,183
104,19,151
104,20,156
104,21,123
104,22,113
104,23,105
104,24,195
104,25,35
104,26,11
104,27,53
104,28,21
104,29,2
104,30,126
104,31,214
104,32,65
104,33,33
104,34,186
104,35,152
104,36,23
104,37,121
104,38,167
104,39,217
104,40,166
104,41,17
104,42,12
104,43,222
104,44,236
104,45,104
104,46,223
104,47,102
104,48,216
104,49,84
104,50,192
104,51,83
104,52,246
104,53,182
104,54,233
104,55,191
104,56,54
104,57,133
104,58,64
104,59,103
104,60,92
104,61,185
104,62,14
104,63,82
104,64,247
104,65,203
104,66,44
104,67,16
104,68,193
104,69,101
104,70,15
104,71,85
104,72,96
104,73,163
104,74,91
104,75,154
104,76,157
104,77,134
104,78,175
104,79,13
104,80,145
104,81,141
104,82,147
104,83,194
104,84,132
104,85,36
104,86,37
104,87,116
104,88,196
104,89,62
104,90,3
104,91,131
104,92,57
104,93,234
104,94,137
104,95,52
104,96,146
104,97,26
104,98,43
104,99,6
104,100,42
104,101,97
104,102,27
104,103,237
104,104,125
104,105,215
104,106,124
104,107,24
104,108,45
104,109,114
104,110,63
104,111,226
104,112,115
104,113,72
104,114,47
104,115,227
104,116,202
104,117,224
104,118,204
104,119,117
104,120,187
104,121,55
104,122,244
104,123,136
104,124,34
104,125,155
104,126,197
104,127,5
104,128,41
104,129,87
104,130,112
104,131,205
104,132,67
104,133,95
104,134,107
104,135,46
104,136,201
104,137,106
104,138,86
104,139,22
104,140,213
104,141,165
104,142,206
104,143,225
104,144,143
104,145,245
104,146,4
104,147,93
104,148,74
104,149,77
104,150,144
104,151,135
104,152,127
104,153,181
104,154,177
104,155,184
104,156,153
104,157,66
104,158,207
104,159,243
104,160,241
104,161,235
104,162,242
104,163,75
104,164,94
