105,1,81
105,2,11
105,3,201
105,4,102
105,5,47
105,6,97
105,7,127
105,8,61
105,9,126
105,10,64
105,11,46
105,12,65
105,13,164
105,14,5
105,15,63
105,16,55
105,17,143
105,18,101
105,19,16
105,20,72
105,21,171
105,22,6
105,23,172
105,24,34
105,25,137
105,26,36
105,27,154
105,28,203
105,29,107
105,30,1
105,31,162
105,32,122
105,33,84
105,34,51
105,35,56
105,36,121
105,37,161
105,38,37
105,39,42
105,40,163
105,41,141
105,42,17
105,43,144
105,44,191
105,45,66
105,46,103
105,47,85
105,48,165
105,49,123
105,50,2
105,51,82
105,52,124
105,53,166
