102,1,11
102,2,34
102,3,81
102,4,221
102,5,23
102,6,41
102,7,91
102,8,36
102,9,161
102,10,201
102,11,75
102,12,236
102,13,151
102,14,1
102,15,117
102,16,125
102,17,31
102,18,13
102,19,235
102,20,33
102,21,71
102,22,195
102,23,97
102,24,56
102,25,171
102,26,57
102,27,185
102,28,121
102,29,212
102,30,193
102,31,214
102,32,157
102,33,107
102,34,156
102,35,184
102,36,162
102,37,226
102,38,134
102,39,37
102,40,24
102,41,27
102,42,137
102,43,174
102,44,14
102,45,141
102,46,55
102,47,35
102,48,166
102,49,64
102,50,73
102,51,237
102,52,43
102,53,112
102,54,127
102,55,15
102,56,136
102,57,245
102,58,183
102,59,25
102,60,26
102,61,45
102,62,204
102,63,182
102,64,5
102,65,4
102,66,153
102,67,206
102,68,102
102,69,207
102,70,142
102,71,86
102,72,167
102,73,54
102,74,51
102,75,103
102,76,106
102,77,144
102,78,7
102,79,53
102,80,146
102,81,111
102,82,233
102,83,101
102,84,65
102,85,85
102,86,213
102,87,84
102,88,173
102,89,105
102,90,145
102,91,196
102,92,132
102,93,131
102,94,135
102,95,2
102,96,77
102,97,94
102,98,224
102,99,147
102,100,92
102,101,93
102,102,44
102,103,232
102,104,186
102,105,96
102,106,114
102,107,47
102,108,83
102,109,247
102,110,87
102,111,115
102,112,243
102,113,216
102,114,223
102,115,194
102,116,42
102,117,227
102,118,175
102,119,225
102,120,234
102,121,3
102,122,63
102,123,143
102,124,61
102,125,215
102,126,177
102,127,176
102,128,123
102,129,66
102,130,122
102,131,62
102,132,95
102,133,113
102,134,67
102,135,205
102,136,76
102,137,197
102,138,32
102,139,6
102,140,133
102,141,242
102,142,12
102,143,52
102,144,211
102,145,22
102,146,46
102,147,241
102,148,203
102,149,246
