107,1,27
107,2,137
107,3,51
107,4,156
107,5,91
107,6,146
107,7,176
107,8,33
107,9,61
107,10,41
107,11,132
107,12,117
107,13,106
107,14,54
107,15,196
107,16,125
107,17,191
107,18,13
107,19,122
107,20,96
107,21,73
107,22,4
107,23,26
107,24,17
107,25,164
107,26,115
107,27,11
107,28,234
107,29,205
107,30,3
107,31,127
107,32,216
107,33,231
107,34,175
107,35,244
107,36,95
107,37,225
107,38,22
107,39,211
107,40,107
107,41,247
107,42,25
107,43,236
107,44,36
107,45,82
107,46,86
107,47,141
107,48,46
107,49,195
107,50,1
107,51,136
107,52,97
107,53,85
107,54,42
107,55,87
107,56,67
107,57,124
107,58,192
107,59,71
107,60,72
107,61,12
107,62,16
107,63,111
107,64,6
107,65,182
107,66,7
107,67,31
107,68,123
107,69,77
107,70,21
107,71,166
107,72,112
107,73,37
107,74,213
107,75,23
107,76,113
107,77,223
107,78,222
107,79,76
107,80,224
107,81,66
107,82,83
107,83,116
107,84,34
107,85,151
107,86,92
107,87,174
107,88,57
107,89,52
107,90,173
107,91,74
107,92,155
107,93,45
107,94,24
107,95,241
107,96,157
107,97,126
107,98,194
