106,1,101
106,2,61
106,3,121
106,4,215
106,5,234
106,6,84
106,7,202
106,8,17
106,9,157
106,10,223
106,11,91
106,12,47
106,13,34
106,14,116
106,15,25
106,16,71
106,17,35
106,18,184
106,19,203
106,20,242
106,21,231
106,22,2
106,23,191
106,24,51
106,25,45
106,26,97
106,27,52
106,28,144
106,29,87
106,30,37
106,31,125
106,32,85
106,33,72
106,34,225
106,35,21
106,36,222
106,37,94
106,38,1
106,39,92
106,40,112
106,41,235
106,42,6
106,43,24
106,44,126
106,45,26
106,46,192
106,47,93
106,48,245
106,49,64
106,50,74
106,51,36
106,52,206
106,53,95
106,54,43
106,55,83
106,56,81
106,57,22
106,58,75
106,59,107
106,60,183
106,61,111
106,62,67
106,63,247
106,64,82
106,65,212
106,66,14
106,67,86
106,68,46
106,69,65
106,70,15
106,71,23
106,72,117
106,73,197
106,74,134
106,75,147
106,76,123
106,77,127
106,78,44
106,79,241
106,80,133
106,81,3
106,82,27
106,83,237
106,84,96
106,85,173
106,86,113
106,87,135
106,88,181
106,89,131
106,90,136
106,91,216
