99,1,111
99,2,74
99,3,11
99,4,1
99,5,46
99,6,21
99,7,165
99,8,25
99,9,17
99,10,131
99,11,106
99,12,71
99,13,81
99,14,137
99,15,13
99,16,203
99,17,41
99,18,56
99,19,97
99,20,191
99,21,233
99,22,31
99,23,2
99,24,101
99,25,113
99,26,66
99,27,52
99,28,15
99,29,135
99,30,211
99,31,42
99,32,77
99,33,175
99,34,151
99,35,22
99,36,207
99,37,133
99,38,132
99,39,136
99,40,114
99,41,94
99,42,236
99,43,145
99,44,201
99,45,167
99,46,121
99,47,162
99,48,47
99,49,92
99,50,14
99,51,5
99,52,107
99,53,235
99,54,154
99,55,76
99,56,243
99,57,51
99,58,115
99,59,33
99,60,45
99,61,61
99,62,67
99,63,23
99,64,26
99,65,63
99,66,64
99,67,134
99,68,141
99,69,35
99,70,146
99,71,44
99,72,161
99,73,245
99,74,144
99,75,226
99,76,205
99,77,183
99,78,102
99,79,142
99,80,123
99,81,202
99,82,206
99,83,237
99,84,174
99,85,173
99,86,147
99,87,93
99,88,143
99,89,181
99,90,163
99,91,214
99,92,247
99,93,241
99,94,82
99,95,155
99,96,73
99,97,32
99,98,227
99,99,222
99,100,196
99,101,53
