103,1,37
103,2,31
103,3,1
103,4,21
103,5,41
103,6,161
103,7,111
103,8,144
103,9,36
103,10,7
103,11,87
103,12,2
103,13,151
103,14,57
103,15,192
103,16,35
103,17,33
103,18,82
103,19,61
103,20,4
103,21,162
103,22,123
103,23,83
103,24,107
103,25,155
103,26,11
103,27,121
103,28,214
103,29,221
103,30,22
103,31,233
103,32,96
103,33,166
103,34,56
103,35,25
103,36,183
103,37,47
103,38,157
103,39,3
103,40,171
103,41,5
103,42,181
103,43,145
103,44,223
103,45,142
103,46,204
103,47,81
103,48,85
103,49,62
103,50,236
103,51,146
103,52,191
103,53,24
103,54,126
103,55,32
103,56,71
103,57,187
103,58,76
103,59,92
103,60,235
103,61,196
103,62,13
103,63,14
103,64,63
103,65,186
103,66,174
103,67,226
103,68,247
103,69,246
103,70,201
103,71,95
103,72,213
103,73,163
103,74,193
103,75,194
103,76,225
103,77,101
103,78,43
103,79,53
103,80,136
103,81,42
103,82,231
103,83,93
103,84,147
103,85,91
103,86,94
103,87,64
103,88,135
103,89,175
103,90,133
103,91,132
103,92,54
103,93,113
103,94,112
103,95,55
