98,1,107
98,2,16
98,3,176
98,4,81
98,5,31
98,6,51
98,7,2
98,8,104
98,9,152
98,10,56
98,11,14
98,12,216
98,13,1
98,14,61
98,15,133
98,16,71
98,17,142
98,18,24
98,19,175
98,20,153
98,21,185
98,22,174
98,23,96
98,24,41
98,25,65
98,26,166
98,27,141
98,28,72
98,29,125
98,30,236
98,31,21
98,32,171
98,33,3
98,34,67
98,35,91
98,36,37
98,37,113
98,38,221
98,39,195
98,40,97
98,41,183
98,42,134
98,43,223
98,44,103
98,45,73
98,46,215
98,47,224
98,48,126
98,49,82
98,50,147
98,51,214
98,52,194
98,53,122
98,54,127
98,55,85
98,56,94
98,57,247
98,58,243
98,59,207
98,60,144
98,61,225
98,62,165
98,63,172
98,64,132
98,65,111
98,66,154
98,67,121
98,68,35
98,69,106
98,70,123
98,71,84
98,72,222
98,73,15
98,74,173
98,75,192
98,76,161
98,77,157
98,78,5
98,79,64
98,80,145
98,81,26
98,82,203
98,83,54
98,84,136
98,85,17
98,86,181
98,87,74
98,88,44
98,89,33
98,90,32
98,91,151
98,92,86
98,93,124
98,94,46
98,95,76
98,96,63
98,97,162
